date,uniquekey,Complaint Type
7/31/2020,6,Noise - Helicopter
7/31/2020,95,Noise
7/31/2020,178,Noise - Commercial
7/31/2020,6,Noise - House of Worship
7/31/2020,965,Noise - Residential
7/31/2020,296,Noise - Vehicle
7/30/2020,194,Noise - Vehicle
7/30/2020,646,Noise - Residential
7/30/2020,1,Noise - House of Worship
7/30/2020,110,Noise - Commercial
7/30/2020,110,Noise
7/30/2020,4,Noise - Helicopter
7/30/2020,565,Noise - Street/Sidewalk
7/30/2020,24,Noise - Park
7/29/2020,10,Noise - Helicopter
7/29/2020,82,Noise
7/29/2020,628,Noise - Street/Sidewalk
7/29/2020,27,Noise - Park
7/29/2020,98,Noise - Commercial
7/29/2020,254,Noise - Vehicle
7/29/2020,1158,Noise - Residential
7/28/2020,77,Noise - Commercial
7/28/2020,19,Noise - Park
7/28/2020,85,Noise
7/28/2020,7,Noise - Helicopter
7/28/2020,555,Noise - Street/Sidewalk
7/28/2020,193,Noise - Vehicle
7/28/2020,554,Noise - Residential
7/27/2020,856,Noise - Street/Sidewalk
7/27/2020,86,Noise
7/27/2020,10,Noise - Helicopter
7/27/2020,33,Noise - Park
7/27/2020,97,Noise - Commercial
7/27/2020,987,Noise - Residential
7/27/2020,294,Noise - Vehicle
7/26/2020,2525,Noise - Residential
7/26/2020,472,Noise - Vehicle
7/26/2020,254,Noise - Commercial
7/26/2020,1779,Noise - Street/Sidewalk
7/26/2020,3,Noise - Helicopter
7/26/2020,46,Noise
7/26/2020,157,Noise - Park
7/25/2020,1,Noise - House of Worship
7/25/2020,304,Noise - Commercial
7/25/2020,70,Noise
7/25/2020,18,Noise - Helicopter
7/25/2020,1711,Noise - Street/Sidewalk
7/25/2020,116,Noise - Park
7/25/2020,470,Noise - Vehicle
7/25/2020,2592,Noise - Residential
7/24/2020,1040,Noise - Residential
7/24/2020,336,Noise - Vehicle
7/24/2020,31,Noise - Park
7/24/2020,937,Noise - Street/Sidewalk
7/24/2020,79,Noise
7/24/2020,14,Noise - Helicopter
7/24/2020,265,Noise - Commercial
7/24/2020,1,Noise - House of Worship
7/23/2020,125,Noise - Commercial
7/23/2020,14,Noise - Park
7/23/2020,531,Noise - Street/Sidewalk
7/23/2020,102,Noise
7/23/2020,7,Noise - Helicopter
7/23/2020,199,Noise - Vehicle
7/23/2020,1434,Noise - Residential
7/22/2020,9,Noise - Park
7/22/2020,318,Noise - Street/Sidewalk
7/22/2020,90,Noise
7/22/2020,18,Noise - Helicopter
7/22/2020,90,Noise - Commercial
7/22/2020,128,Noise - Vehicle
7/22/2020,1307,Noise - Residential
7/21/2020,114,Noise - Commercial
7/21/2020,13,Noise - Helicopter
7/21/2020,97,Noise
7/21/2020,601,Noise - Street/Sidewalk
7/21/2020,13,Noise - Park
7/21/2020,1,Noise - House of Worship
7/21/2020,983,Noise - Residential
7/21/2020,193,Noise - Vehicle
7/20/2020,110,Noise - Commercial
7/20/2020,37,Noise - Park
7/20/2020,78,Noise
7/20/2020,14,Noise - Helicopter
7/20/2020,769,Noise - Street/Sidewalk
7/20/2020,1,Noise - House of Worship
7/20/2020,1248,Noise - Residential
7/20/2020,259,Noise - Vehicle
7/19/2020,309,Noise - Commercial
7/19/2020,1809,Noise - Street/Sidewalk
7/19/2020,57,Noise
7/19/2020,11,Noise - Helicopter
7/19/2020,86,Noise - Park
7/19/2020,3,Noise - House of Worship
7/19/2020,1735,Noise - Residential
7/19/2020,576,Noise - Vehicle
7/18/2020,306,Noise - Commercial
7/18/2020,61,Noise - Park
7/18/2020,8,Noise - Helicopter
7/18/2020,61,Noise
7/18/2020,1316,Noise - Street/Sidewalk
7/18/2020,1387,Noise - Residential
7/18/2020,416,Noise - Vehicle
7/17/2020,1281,Noise - Residential
7/17/2020,361,Noise - Vehicle
7/17/2020,1059,Noise - Street/Sidewalk
7/17/2020,18,Noise - Helicopter
7/17/2020,119,Noise
7/17/2020,32,Noise - Park
7/17/2020,265,Noise - Commercial
7/16/2020,317,Noise - Vehicle
7/16/2020,869,Noise - Residential
7/16/2020,2,Noise - House of Worship
7/16/2020,44,Noise - Park
7/16/2020,77,Noise - Helicopter
7/16/2020,150,Noise
7/16/2020,944,Noise - Street/Sidewalk
7/16/2020,245,Noise - Commercial
7/15/2020,37,Noise - Park
7/15/2020,33,Noise - Helicopter
7/15/2020,106,Noise
7/15/2020,754,Noise - Street/Sidewalk
7/15/2020,134,Noise - Commercial
7/15/2020,3,Noise - House of Worship
7/15/2020,660,Noise - Residential
7/15/2020,314,Noise - Vehicle
7/14/2020,37,Noise - Park
7/14/2020,706,Noise - Street/Sidewalk
7/14/2020,109,Noise
7/14/2020,27,Noise - Helicopter
7/14/2020,124,Noise - Commercial
7/14/2020,1,Noise - House of Worship
7/14/2020,893,Noise - Residential
7/14/2020,323,Noise - Vehicle
7/13/2020,178,Noise - Commercial
7/13/2020,5,Noise - Helicopter
7/13/2020,55,Noise
7/13/2020,888,Noise - Street/Sidewalk
7/13/2020,25,Noise - Park
7/13/2020,1,Noise - House of Worship
7/13/2020,658,Noise - Residential
7/13/2020,304,Noise - Vehicle
7/12/2020,542,Noise - Vehicle
7/12/2020,1760,Noise - Residential
7/12/2020,4,Noise - House of Worship
7/12/2020,391,Noise - Commercial
7/12/2020,86,Noise - Park
7/12/2020,1925,Noise - Street/Sidewalk
7/12/2020,81,Noise
7/12/2020,20,Noise - Helicopter
7/11/2020,280,Noise - Commercial
7/11/2020,119,Noise
7/11/2020,2,Noise - Helicopter
7/11/2020,971,Noise - Street/Sidewalk
7/11/2020,29,Noise - Park
7/11/2020,2,Noise - House of Worship
7/11/2020,1538,Noise - Residential
7/11/2020,281,Noise - Vehicle
7/10/2020,1,Noise - Helicopter
7/10/2020,87,Noise
7/10/2020,462,Noise - Street/Sidewalk
7/10/2020,19,Noise - Park
7/10/2020,107,Noise - Commercial
7/10/2020,614,Noise - Residential
7/10/2020,231,Noise - Vehicle
7/9/2020,294,Noise - Vehicle
7/9/2020,584,Noise - Residential
7/9/2020,1,Noise - House of Worship
7/9/2020,197,Noise - Commercial
7/9/2020,93,Noise
7/9/2020,12,Noise - Helicopter
7/9/2020,727,Noise - Street/Sidewalk
7/9/2020,22,Noise - Park
7/8/2020,500,Noise - Street/Sidewalk
7/8/2020,122,Noise
7/8/2020,4,Noise - Helicopter
7/8/2020,12,Noise - Park
7/8/2020,109,Noise - Commercial
7/8/2020,233,Noise - Vehicle
7/8/2020,577,Noise - Residential
7/7/2020,2,Noise - House of Worship
7/7/2020,113,Noise
7/7/2020,17,Noise - Helicopter
7/7/2020,524,Noise - Street/Sidewalk
7/7/2020,16,Noise - Park
7/7/2020,89,Noise - Commercial
7/7/2020,196,Noise - Vehicle
7/7/2020,536,Noise - Residential
7/6/2020,201,Noise - Vehicle
7/6/2020,1237,Noise - Residential
7/6/2020,2,Noise - House of Worship
7/6/2020,109,Noise - Commercial
7/6/2020,683,Noise - Street/Sidewalk
7/6/2020,97,Noise
7/6/2020,17,Noise - Helicopter
7/6/2020,17,Noise - Park
7/5/2020,51,Noise - Park
7/5/2020,41,Noise
7/5/2020,3,Noise - Helicopter
7/5/2020,2962,Noise - Street/Sidewalk
7/5/2020,236,Noise - Commercial
7/5/2020,1,Noise - House of Worship
7/5/2020,4698,Noise - Residential
7/5/2020,459,Noise - Vehicle
7/4/2020,3120,Noise - Residential
7/4/2020,340,Noise - Vehicle
7/4/2020,2353,Noise - Street/Sidewalk
7/4/2020,11,Noise - Helicopter
7/4/2020,34,Noise
7/4/2020,41,Noise - Park
7/4/2020,245,Noise - Commercial
7/3/2020,929,Noise - Residential
7/3/2020,269,Noise - Vehicle
7/3/2020,25,Noise - Park
7/3/2020,1178,Noise - Street/Sidewalk
7/3/2020,3,Noise - Helicopter
7/3/2020,57,Noise
7/3/2020,173,Noise - Commercial
7/3/2020,1,Noise - House of Worship
7/2/2020,21,Noise - Park
7/2/2020,1060,Noise - Street/Sidewalk
7/2/2020,46,Noise - Helicopter
7/2/2020,152,Noise
7/2/2020,150,Noise - Commercial
7/2/2020,720,Noise - Residential
7/2/2020,257,Noise - Vehicle
7/1/2020,132,Noise - Commercial
7/1/2020,555,Noise - Street/Sidewalk
7/1/2020,35,Noise - Helicopter
7/1/2020,140,Noise
7/1/2020,21,Noise - Park
7/1/2020,201,Noise - Vehicle
7/1/2020,582,Noise - Residential
6/30/2020,932,Noise - Street/Sidewalk
6/30/2020,35,Noise - Helicopter
6/30/2020,112,Noise
6/30/2020,40,Noise - Park
6/30/2020,125,Noise - Commercial
6/30/2020,257,Noise - Vehicle
6/30/2020,745,Noise - Residential
6/29/2020,114,Noise - Commercial
6/29/2020,70,Noise - Helicopter
6/29/2020,115,Noise
6/29/2020,1236,Noise - Street/Sidewalk
6/29/2020,31,Noise - Park
6/29/2020,302,Noise - Vehicle
6/29/2020,785,Noise - Residential
6/28/2020,1949,Noise - Residential
6/28/2020,557,Noise - Vehicle
6/28/2020,246,Noise - Commercial
6/28/2020,2645,Noise - Street/Sidewalk
6/28/2020,70,Noise
6/28/2020,45,Noise - Helicopter
6/28/2020,61,Noise - Park
6/28/2020,2,Noise - House of Worship
6/27/2020,3,Noise - House of Worship
6/27/2020,2292,Noise - Street/Sidewalk
6/27/2020,10,Noise - Helicopter
6/27/2020,117,Noise
6/27/2020,38,Noise - Park
6/27/2020,282,Noise - Commercial
6/27/2020,465,Noise - Vehicle
6/27/2020,1811,Noise - Residential
6/26/2020,252,Noise - Commercial
6/26/2020,45,Noise - Park
6/26/2020,1772,Noise - Street/Sidewalk
6/26/2020,16,Noise - Helicopter
6/26/2020,141,Noise
6/26/2020,3,Noise - House of Worship
6/26/2020,1276,Noise - Residential
6/26/2020,433,Noise - Vehicle
6/25/2020,33,Noise - Park
6/25/2020,145,Noise
6/25/2020,35,Noise - Helicopter
6/25/2020,1472,Noise - Street/Sidewalk
6/25/2020,162,Noise - Commercial
6/25/2020,1,Noise - House of Worship
6/25/2020,802,Noise - Residential
6/25/2020,329,Noise - Vehicle
6/24/2020,151,Noise - Commercial
6/24/2020,21,Noise - Park
6/24/2020,1273,Noise - Street/Sidewalk
6/24/2020,22,Noise - Helicopter
6/24/2020,108,Noise
6/24/2020,1,Noise - House of Worship
6/24/2020,728,Noise - Residential
6/24/2020,267,Noise - Vehicle
6/23/2020,1314,Noise - Street/Sidewalk
6/23/2020,116,Noise
6/23/2020,14,Noise - Helicopter
6/23/2020,14,Noise - Park
6/23/2020,129,Noise - Commercial
6/23/2020,744,Noise - Residential
6/23/2020,254,Noise - Vehicle
6/22/2020,326,Noise - Vehicle
6/22/2020,1608,Noise - Residential
6/22/2020,1,Noise - House of Worship
6/22/2020,100,Noise - Commercial
6/22/2020,32,Noise - Park
6/22/2020,2137,Noise - Street/Sidewalk
6/22/2020,92,Noise
6/22/2020,13,Noise - Helicopter
6/21/2020,157,Noise - Commercial
6/21/2020,93,Noise - Park
6/21/2020,67,Noise
6/21/2020,10,Noise - Helicopter
6/21/2020,4299,Noise - Street/Sidewalk
6/21/2020,4,Noise - House of Worship
6/21/2020,3433,Noise - Residential
6/21/2020,597,Noise - Vehicle
6/20/2020,4607,Noise - Residential
6/20/2020,584,Noise - Vehicle
6/20/2020,94,Noise - Park
6/20/2020,15,Noise - Helicopter
6/20/2020,131,Noise
6/20/2020,3508,Noise - Street/Sidewalk
6/20/2020,191,Noise - Commercial
6/20/2020,1,Noise - House of Worship
6/19/2020,153,Noise - Commercial
6/19/2020,50,Noise - Park
6/19/2020,2350,Noise - Street/Sidewalk
6/19/2020,126,Noise
6/19/2020,53,Noise - Helicopter
6/19/2020,1634,Noise - Residential
6/19/2020,454,Noise - Vehicle
6/18/2020,1004,Noise - Residential
6/18/2020,341,Noise - Vehicle
6/18/2020,106,Noise - Commercial
6/18/2020,38,Noise - Park
6/18/2020,177,Noise
6/18/2020,8,Noise - Helicopter
6/18/2020,1677,Noise - Street/Sidewalk
6/18/2020,2,Noise - House of Worship
6/17/2020,1,Noise - House of Worship
6/17/2020,28,Noise - Park
6/17/2020,1560,Noise - Street/Sidewalk
6/17/2020,180,Noise
6/17/2020,16,Noise - Helicopter
6/17/2020,98,Noise - Commercial
6/17/2020,326,Noise - Vehicle
6/17/2020,1821,Noise - Residential
6/16/2020,171,Noise
6/16/2020,29,Noise - Helicopter
6/16/2020,1424,Noise - Street/Sidewalk
6/16/2020,32,Noise - Park
6/16/2020,95,Noise - Commercial
6/16/2020,1,Noise - House of Worship
6/16/2020,1146,Noise - Residential
6/16/2020,340,Noise - Vehicle
6/15/2020,299,Noise - Vehicle
6/15/2020,1027,Noise - Residential
6/15/2020,2,Noise - House of Worship
6/15/2020,157,Noise
6/15/2020,16,Noise - Helicopter
6/15/2020,1349,Noise - Street/Sidewalk
6/15/2020,21,Noise - Park
6/15/2020,89,Noise - Commercial
6/14/2020,6,Noise - House of Worship
6/14/2020,177,Noise - Commercial
6/14/2020,62,Noise - Park
6/14/2020,95,Noise
6/14/2020,39,Noise - Helicopter
6/14/2020,2406,Noise - Street/Sidewalk
6/14/2020,529,Noise - Vehicle
6/14/2020,2008,Noise - Residential
6/13/2020,3,Noise - House of Worship
6/13/2020,37,Noise - Park
6/13/2020,2143,Noise - Street/Sidewalk
6/13/2020,18,Noise - Helicopter
6/13/2020,159,Noise
6/13/2020,208,Noise - Commercial
6/13/2020,474,Noise - Vehicle
6/13/2020,2144,Noise - Residential
6/12/2020,1135,Noise - Residential
6/12/2020,380,Noise - Vehicle
6/12/2020,155,Noise - Commercial
6/12/2020,1326,Noise - Street/Sidewalk
6/12/2020,19,Noise - Helicopter
6/12/2020,136,Noise
6/12/2020,23,Noise - Park
6/12/2020,3,Noise - House of Worship
6/11/2020,12,Noise - Park
6/11/2020,6,Noise - Helicopter
6/11/2020,121,Noise
6/11/2020,629,Noise - Street/Sidewalk
6/11/2020,96,Noise - Commercial
6/11/2020,227,Noise - Vehicle
6/11/2020,606,Noise - Residential
6/10/2020,366,Noise - Vehicle
6/10/2020,727,Noise - Residential
6/10/2020,3,Noise - House of Worship
6/10/2020,87,Noise - Commercial
6/10/2020,979,Noise - Street/Sidewalk
6/10/2020,122,Noise
6/10/2020,40,Noise - Helicopter
6/10/2020,19,Noise - Park
6/9/2020,82,Noise - Commercial
6/9/2020,41,Noise - Park
6/9/2020,56,Noise - Helicopter
6/9/2020,149,Noise
6/9/2020,1092,Noise - Street/Sidewalk
6/9/2020,356,Noise - Vehicle
6/9/2020,768,Noise - Residential
6/8/2020,1045,Noise - Residential
6/8/2020,411,Noise - Vehicle
6/8/2020,71,Noise - Commercial
6/8/2020,101,Noise - Helicopter
6/8/2020,163,Noise
6/8/2020,1095,Noise - Street/Sidewalk
6/8/2020,36,Noise - Park
6/8/2020,2,Noise - House of Worship
6/7/2020,4,Noise - House of Worship
6/7/2020,63,Noise - Park
6/7/2020,113,Noise
6/7/2020,30,Noise - Helicopter
6/7/2020,1491,Noise - Street/Sidewalk
6/7/2020,135,Noise - Commercial
6/7/2020,455,Noise - Vehicle
6/7/2020,2563,Noise - Residential
6/6/2020,328,Noise - Vehicle
6/6/2020,1398,Noise - Residential
6/6/2020,1,Noise - House of Worship
6/6/2020,18,Noise - Helicopter
6/6/2020,105,Noise
6/6/2020,989,Noise - Street/Sidewalk
6/6/2020,13,Noise - Park
6/6/2020,78,Noise - Commercial
6/5/2020,54,Noise - Commercial
6/5/2020,3,Noise - Park
6/5/2020,394,Noise - Street/Sidewalk
6/5/2020,37,Noise - Helicopter
6/5/2020,108,Noise
6/5/2020,1,Noise - House of Worship
6/5/2020,659,Noise - Residential
6/5/2020,152,Noise - Vehicle
6/4/2020,753,Noise - Residential
6/4/2020,257,Noise - Vehicle
6/4/2020,57,Noise - Commercial
6/4/2020,126,Noise
6/4/2020,85,Noise - Helicopter
6/4/2020,645,Noise - Street/Sidewalk
6/4/2020,12,Noise - Park
6/3/2020,1,Noise - House of Worship
6/3/2020,52,Noise - Commercial
6/3/2020,3,Noise - Park
6/3/2020,386,Noise - Street/Sidewalk
6/3/2020,110,Noise
6/3/2020,55,Noise - Helicopter
6/3/2020,166,Noise - Vehicle
6/3/2020,1232,Noise - Residential
6/2/2020,1,Noise - House of Worship
6/2/2020,49,Noise - Commercial
6/2/2020,163,Noise
6/2/2020,65,Noise - Helicopter
6/2/2020,337,Noise - Street/Sidewalk
6/2/2020,1,Noise - Park
6/2/2020,116,Noise - Vehicle
6/2/2020,663,Noise - Residential
6/1/2020,54,Noise - Commercial
6/1/2020,8,Noise - Park
6/1/2020,429,Noise - Street/Sidewalk
6/1/2020,85,Noise - Helicopter
6/1/2020,128,Noise
6/1/2020,1,Noise - House of Worship
6/1/2020,838,Noise - Residential
6/1/2020,176,Noise - Vehicle
5/31/2020,111,Noise - Commercial
5/31/2020,95,Noise
5/31/2020,64,Noise - Helicopter
5/31/2020,1477,Noise - Street/Sidewalk
5/31/2020,31,Noise - Park
5/31/2020,2,Noise - House of Worship
5/31/2020,1834,Noise - Residential
5/31/2020,402,Noise - Vehicle
5/30/2020,502,Noise - Vehicle
5/30/2020,1822,Noise - Residential
5/30/2020,4,Noise - House of Worship
5/30/2020,1413,Noise - Street/Sidewalk
5/30/2020,139,Noise
5/30/2020,37,Noise - Helicopter
5/30/2020,32,Noise - Park
5/30/2020,124,Noise - Commercial
5/29/2020,2,Noise - House of Worship
5/29/2020,89,Noise - Commercial
5/29/2020,6,Noise - Park
5/29/2020,153,Noise
5/29/2020,18,Noise - Helicopter
5/29/2020,668,Noise - Street/Sidewalk
5/29/2020,272,Noise - Vehicle
5/29/2020,1312,Noise - Residential
5/28/2020,13,Noise - Park
5/28/2020,1,Noise - Helicopter
5/28/2020,247,Noise
5/28/2020,637,Noise - Street/Sidewalk
5/28/2020,82,Noise - Commercial
5/28/2020,2,Noise - House of Worship
5/28/2020,882,Noise - Residential
5/28/2020,225,Noise - Vehicle
5/27/2020,297,Noise - Vehicle
5/27/2020,1042,Noise - Residential
5/27/2020,1,Noise - House of Worship
5/27/2020,20,Noise - Park
5/27/2020,6,Noise - Helicopter
5/27/2020,204,Noise
5/27/2020,903,Noise - Street/Sidewalk
5/27/2020,78,Noise - Commercial
5/26/2020,3,Noise - House of Worship
5/26/2020,1041,Noise - Street/Sidewalk
5/26/2020,182,Noise
5/26/2020,23,Noise - Helicopter
5/26/2020,16,Noise - Park
5/26/2020,73,Noise - Commercial
5/26/2020,395,Noise - Vehicle
5/26/2020,1373,Noise - Residential
5/25/2020,393,Noise - Vehicle
5/25/2020,2421,Noise - Residential
5/25/2020,2,Noise - House of Worship
5/25/2020,124,Noise
5/25/2020,19,Noise - Helicopter
5/25/2020,1487,Noise - Street/Sidewalk
5/25/2020,25,Noise - Park
5/25/2020,94,Noise - Commercial
5/24/2020,2616,Noise - Residential
5/24/2020,397,Noise - Vehicle
5/24/2020,114,Noise - Commercial
5/24/2020,41,Noise - Park
5/24/2020,1180,Noise - Street/Sidewalk
5/24/2020,10,Noise - Helicopter
5/24/2020,89,Noise
5/24/2020,3,Noise - House of Worship
5/23/2020,1348,Noise - Residential
5/23/2020,194,Noise - Vehicle
5/23/2020,75,Noise - Commercial
5/23/2020,1,Noise - Helicopter
5/23/2020,81,Noise
5/23/2020,490,Noise - Street/Sidewalk
5/23/2020,2,Noise - House of Worship
5/22/2020,1112,Noise - Residential
5/22/2020,292,Noise - Vehicle
5/22/2020,1,Noise - Park
5/22/2020,35,Noise - Helicopter
5/22/2020,164,Noise
5/22/2020,661,Noise - Street/Sidewalk
5/22/2020,89,Noise - Commercial
5/22/2020,1,Noise - House of Worship
5/21/2020,75,Noise - Commercial
5/21/2020,17,Noise - Helicopter
5/21/2020,152,Noise
5/21/2020,487,Noise - Street/Sidewalk
5/21/2020,7,Noise - Park
5/21/2020,1,Noise - House of Worship
5/21/2020,884,Noise - Residential
5/21/2020,219,Noise - Vehicle
5/20/2020,1,Noise - House of Worship
5/20/2020,45,Noise - Commercial
5/20/2020,436,Noise - Street/Sidewalk
5/20/2020,17,Noise - Helicopter
5/20/2020,166,Noise
5/20/2020,8,Noise - Park
5/20/2020,156,Noise - Vehicle
5/20/2020,845,Noise - Residential
5/19/2020,150,Noise - Vehicle
5/19/2020,1566,Noise - Residential
5/19/2020,2,Noise - House of Worship
5/19/2020,7,Noise - Park
5/19/2020,148,Noise
5/19/2020,7,Noise - Helicopter
5/19/2020,361,Noise - Street/Sidewalk
5/19/2020,53,Noise - Commercial
5/18/2020,1,Noise - House of Worship
5/18/2020,170,Noise
5/18/2020,7,Noise - Helicopter
5/18/2020,467,Noise - Street/Sidewalk
5/18/2020,8,Noise - Park
5/18/2020,81,Noise - Commercial
5/18/2020,196,Noise - Vehicle
5/18/2020,1098,Noise - Residential
5/17/2020,1683,Noise - Residential
5/17/2020,284,Noise - Vehicle
5/17/2020,72,Noise - Commercial
5/17/2020,864,Noise - Street/Sidewalk
5/17/2020,13,Noise - Helicopter
5/17/2020,97,Noise
5/17/2020,12,Noise - Park
5/17/2020,5,Noise - House of Worship
5/16/2020,488,Noise - Vehicle
5/16/2020,2014,Noise - Residential
5/16/2020,2,Noise - House of Worship
5/16/2020,16,Noise - Park
5/16/2020,1210,Noise - Street/Sidewalk
5/16/2020,98,Noise
5/16/2020,4,Noise - Helicopter
5/16/2020,117,Noise - Commercial
5/15/2020,106,Noise - Commercial
5/15/2020,137,Noise
5/15/2020,9,Noise - Helicopter
5/15/2020,1008,Noise - Street/Sidewalk
5/15/2020,5,Noise - Park
5/15/2020,2,Noise - House of Worship
5/15/2020,1460,Noise - Residential
5/15/2020,428,Noise - Vehicle
5/14/2020,208,Noise - Vehicle
5/14/2020,980,Noise - Residential
5/14/2020,84,Noise - Commercial
5/14/2020,446,Noise - Street/Sidewalk
5/14/2020,13,Noise - Helicopter
5/14/2020,161,Noise
5/14/2020,5,Noise - Park
5/13/2020,2,Noise - Park
5/13/2020,370,Noise - Street/Sidewalk
5/13/2020,21,Noise - Helicopter
5/13/2020,137,Noise
5/13/2020,51,Noise - Commercial
5/13/2020,861,Noise - Residential
5/13/2020,205,Noise - Vehicle
5/12/2020,2,Noise - Park
5/12/2020,21,Noise - Helicopter
5/12/2020,109,Noise
5/12/2020,293,Noise - Street/Sidewalk
5/12/2020,49,Noise - Commercial
5/12/2020,3,Noise - House of Worship
5/12/2020,860,Noise - Residential
5/12/2020,160,Noise - Vehicle
5/11/2020,3,Noise - House of Worship
5/11/2020,2,Noise - Park
5/11/2020,9,Noise - Helicopter
5/11/2020,116,Noise
5/11/2020,288,Noise - Street/Sidewalk
5/11/2020,44,Noise - Commercial
5/11/2020,119,Noise - Vehicle
5/11/2020,1091,Noise - Residential
5/10/2020,6,Noise - House of Worship
5/10/2020,58,Noise - Commercial
5/10/2020,65,Noise
5/10/2020,442,Noise - Street/Sidewalk
5/10/2020,3,Noise - Park
5/10/2020,203,Noise - Vehicle
5/10/2020,1566,Noise - Residential
5/9/2020,88,Noise - Vehicle
5/9/2020,921,Noise - Residential
5/9/2020,1,Noise - House of Worship
5/9/2020,41,Noise - Commercial
5/9/2020,122,Noise - Street/Sidewalk
5/9/2020,68,Noise
5/9/2020,21,Noise - Helicopter
5/9/2020,1,Noise - Park
5/8/2020,1,Noise - House of Worship
5/8/2020,1,Noise - Park
5/8/2020,149,Noise - Street/Sidewalk
5/8/2020,14,Noise - Helicopter
5/8/2020,95,Noise
5/8/2020,48,Noise - Commercial
5/8/2020,93,Noise - Vehicle
5/8/2020,932,Noise - Residential
5/7/2020,67,Noise - Commercial
5/7/2020,5,Noise - Helicopter
5/7/2020,150,Noise
5/7/2020,402,Noise - Street/Sidewalk
5/7/2020,5,Noise - Park
5/7/2020,170,Noise - Vehicle
5/7/2020,797,Noise - Residential
5/6/2020,828,Noise - Residential
5/6/2020,75,Noise - Vehicle
5/6/2020,1,Noise - Park
5/6/2020,132,Noise - Street/Sidewalk
5/6/2020,102,Noise
5/6/2020,12,Noise - Helicopter
5/6/2020,42,Noise - Commercial
5/6/2020,1,Noise - House of Worship
5/5/2020,9,Noise - Park
5/5/2020,305,Noise - Street/Sidewalk
5/5/2020,140,Noise
5/5/2020,7,Noise - Helicopter
5/5/2020,52,Noise - Commercial
5/5/2020,1,Noise - House of Worship
5/5/2020,1732,Noise - Residential
5/5/2020,151,Noise - Vehicle
5/4/2020,1,Noise - House of Worship
5/4/2020,42,Noise - Commercial
5/4/2020,17,Noise - Helicopter
5/4/2020,145,Noise
5/4/2020,383,Noise - Street/Sidewalk
5/4/2020,3,Noise - Park
5/4/2020,138,Noise - Vehicle
